video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
dZh9-iRBv74,17.14.11,Все грехи фильма Звёздные войны: Эпизод 1 – Скрытая угроза - Часть 2,kinomiraru,1,2017-11-13T18:27:25.000Z,"все грехи фильма Скрытая угроза|""Все грехи фильма Звездные войны""|""все грехи фильма""|""киномирару""|""kinomiraru""|""киногрехи""|""грехи""|""киноляпы""|""ляпы""|""киноошибки""|""ошибки""|""сюжетные дыры""|""fail""|""sins""|""cinemasins""|""обзор""|""кинообзор""|""кинокритика""|""обзор фильма""|""movie""",50269,4229,150,398,https://i.ytimg.com/vi/dZh9-iRBv74/default.jpg,FALSE,FALSE,FALSE,►Выиграй крутые гаджеты тут: https://goo.gl/eSvRyM  Промокод на 50 рублей - kinomiraru1  ►Канал Ranbox: https://goo.gl/ajAqA7  Все грехи фильма Звёздные войны: Эпизод 1 – Скрытая угроза - Часть 2 Следующий выпуск: Тройной форсаж: Токийский дрифт Поддержать развитие канала: карта VISA 4762 0859 9635 3703  ЯндексДеньги 410012455665133  WMR 339830962174  Сайт http://kino-mira.ru ВКонтакте https://vk.com/kinomira По вопросам рекламы обращаться: reklama.youtube.ru@mail.ru https://m.vk.com/evgen_lapen  Фильм: Звёздные войны: Эпизод 1 – Скрытая угроза. Режиссер: Джордж Лукас. Продюсер: Рик МакКаллум. Год показа: 16 мая 1999.  #киногрехи #киноляпы #kinomiraru
GTUaGj6S36Y,17.14.11,Разведка маршрута под новые серии.,AcademeG DailyStream,15,2017-11-12T20:40:36.000Z,[none],305745,12160,954,721,https://i.ytimg.com/vi/GTUaGj6S36Y/default.jpg,FALSE,FALSE,FALSE,Куртка как у AcademeG'a и другая одежда с символикой https://vk.cc/7kB6Jx Оригинальный магазин сувениров - http://academeg-store.ru
PJPPvnuVhbo,17.14.11,Улан Саляновду атайын буюртма менен өлтүрүшкөн деп ойлоп жатабыз дейт туугандары,Super.kg,22,2017-11-13T11:23:47.000Z,"super|""kg""|""супертв""|""видеоклип""",38937,138,38,106,https://i.ytimg.com/vi/PJPPvnuVhbo/default.jpg,FALSE,FALSE,FALSE,SUPER.KG порталына жайгаштырылган материалдар жеке колдонууда гана уруксат. Жалпыга таратуу SUPER.KG порталынын редакциясынын жазуу түрүндөгү уруксаты менен гана болушу мүмкүн.
pE4qJWdFUfg,17.14.11,Игромания! Игровые новости  13 ноября (Red Dead Redemption 2  FIFA 18  Ведьмак  Call of Duty),Журнал Игромания,20,2017-11-13T15:49:55.000Z,"videomania|""видеомания""|""игромания""|""журнал игромания""|""igromania""|""igromania.ru""|""итоги недели""|""игровые новости""|""во что поиграть""|""топ продаж""|""лучшие игры""|""лучшие компьютерные игры""|""лучшие игры 2016""|""самые ожидаемые игры 2017""|""лучшие игры для пк""|""лучшие игры для xbox""|""лучшие игры для playstation""|""лучшие игры для pc""|""лучшие ролевые игры""|""железный цех""|""обзоры игр""|""обзоры железа""|""игры""|""Red Dead Redemption 2""|""fifa""|""fifa 18""|""ведьмак""|""call of duty""",57913,3174,122,179,https://i.ytimg.com/vi/pE4qJWdFUfg/default.jpg,FALSE,FALSE,FALSE,Игровые новости - это еженедельная передача о самых главных событиях в индустрии за последнее время. Сегодня мы расскажем про микротранзакции в Red Dead Redemption 2; возможном прекращении выпуска FIFA на ежегодной основе; будут ли новые игры в серии Ведьмак и о многом другом.   Наш продюсер трансляций Вова Акиньшин вводит в мир киберспорта Артема Нечаева: https://www.igromania.ru/link/3709-56db-db0a/  Смотрите также: Игровые новости  - https://www.youtube.com/watch?v=A0Z8OcsFeFQ&index=1&list=PLH5ceSK_aebsEbSGjyXtM36PRmvOmZLTR Во что поиграть  - https://www.youtube.com/watch?v=8o9-zNKU_Kc&index=1&list=PLH5ceSK_aebtn-NmKq1ywas_RDhTGizJN Обзоры - https://www.youtube.com/watch?v=WWNm92asKFw&list=PLH5ceSK_aebtyS8bwCUn1DsqnD0L2Y6Se Распаковка / Unboxing! - http://www.youtube.com/playlist?list=PLC5E488EB1445E673 Репортажи - http://www.youtube.com/playlist?list=PL06CDF44BE0C83C34 Превью - http://www.youtube.com/playlist?list=PLH5ceSK_aebtVUk8YGpxj5b-CQonu7SzA Календарь Игромании - https://www.youtube.com/playlist?list=PLH5ceSK_aebtz7KePHd_yGzfyok8FFYII  Мы на других площадках: Официальный сайт: http://www.igromania.ru Twitch-канал: http://www.twitch.tv/igromania Группа ВКонтакте - http://vk.com/igromania Паблик ВКонтакте - http://vk.com/igroman Facebook - https://www.facebook.com/Gamers2Gamers Twitter - https://twitter.com/igromania Google+ - https://plus.google.com/+игромания Instagram - http://instagram.com/igromania Viber: http://chats.viber.com/igromania
3reeBu-wJM8,17.14.11,Марк и ДПС,Липецкмедиа,22,2017-11-13T08:40:59.000Z,[none],3013,7,2,0,https://i.ytimg.com/vi/3reeBu-wJM8/default.jpg,FALSE,FALSE,FALSE,
92m-Pw6PaQk,17.14.11,КҮНБҮГҮН/ Бабанов РАЖдын лидерлигинен алынды,Жалбырак ТВ,25,2017-11-13T15:28:17.000Z,"жалбырак|""жалбырак тв""|""акыркы жанылыктар""|""кыргызстан жанылыктарысентябрь""|""сентябрь""|""тв""",35648,251,64,145,https://i.ytimg.com/vi/92m-Pw6PaQk/default.jpg,FALSE,FALSE,FALSE,Мы показываем то  о чем другие молчат. Узнай правду вместе с нами! Подписывайтесь на наш канал!
k4ceprQ-G8c,17.14.11,Задорнов ПРОЩАЛЬНОЕ последнее Видео  Оказывается он знал и,Россия,25,2017-11-13T08:42:10.000Z,"Задорнов Умер|""Задорнов 2017""|""Задорнов прощальное видео""|""Задорнов похороны""|""Михаил Задорнов""|""Задорнов""|""Новости""|""Задорнов лучшее""|""Михаил Задорнов прощание""|""Михаил Задорнов похороны""|""Новости Сегодня""|""Новости 24""",52419,2099,80,227,https://i.ytimg.com/vi/k4ceprQ-G8c/default.jpg,FALSE,FALSE,FALSE,Оказывается есть Прощальное видео Задорнов записал прощальное видео зная о своей болезни и просил опубликовать его после смерти.  Задорнов умер в 2017 году. Прожил Михаил Задорнов 70 лет. Похороны Задорнова возможно пройдут в Латвии.
6PLQ5kuE1L4,17.14.11,Самое крупное поглощение. Что заменит Face ID? Microsoft Спасает 3 5мм Джек и другие новости!,Кик Обзор,28,2017-11-13T15:14:10.000Z,"кик|""обзор""|""kik""|""obzor""|""kikobzor""|""новостной""|""дайджест""|""техника""|""наука""|""новости""|""смартфон""|""телефон""|""Microsoft""|""экзоскелет""|""5 мм Джек""|""Экзоскелет""|""Экзоскелеты""|""iphone x""|""smartphone""|""samsung""|""самсунг""|""ibm""|""intel""|""amd""|""Apple""|""touch id""|""face id""|""вилса обленился""|""вилсаком""",112171,7662,182,317,https://i.ytimg.com/vi/6PLQ5kuE1L4/default.jpg,FALSE,FALSE,FALSE,Скидка 15% на рюкзак-трансформер  XDDesignBobby Bizz по промокоду KIKOBZORв Inspectorgadgets.ru!  Купить XDDesignBobbyBizz со скидкой - https://goo.gl/fL6TwA  Подробный обзор на BobbyBizz - https://goo.gl/4s8e9p  Подробная инструкция  как отличить оригинальный рюкзак от подделки - https://goo.gl/2gMM3n  Фанаты Apple начали возвращать iPhone X  Intel и AMD объединились  Новый Nokia 11 https://youtu.be/DgrASLdwByM  Удивительные предсказания IBM на 2017 год и что нас ждет в 2022 году! https://youtu.be/I3-0TWeif5c  ИЛОН МАСК НАШЕЛ ЗАМЕНУ СМАРТФОНАМ https://www.youtube.com/watch?v=b1OjfUMXyIA  Самый безрамочный смартфон  проблема дисплеев iPhone и презентация Adobe MAX 2017 https://youtu.be/DcxhO8sXj2M  У iPhone сломался калькулятор  Animoji судится с Apple  Утечки Samsung Galaxy S9 https://www.youtube.com/watch?v=esw-ebHNvUY  История компании Facebook https://www.youtube.com/watch?v=-z6QOCoyR5s  История компании Intel https://www.youtube.com/watch?v=ZOHL37ijcJU  Безрамочный Смартфон SONY | Ховерборд Калашникова | Hololens в действии https://www.youtube.com/watch?v=XRbr8TReCcU  💵Экономьте на покупках вместе с LetyShops: http://bit.ly/kik_letyshops 💵Расширение Letyshops для Chrome: http://bit.ly/letyshopsextention  📲Кик Обзор http://www.t.me/kikobzor https://www.vk.com/kikobzor https://www.instagram.com/kikobzor https://www.facebook.com/kikobzor https://www.twitter.com/kikobzor http://www.kikobzor.ru
JcO83xX3x2A,17.14.11,Всё о гигантах из фильма Конг: Остров Черепа (виды  биология  способности),Звездный Капитан,24,2017-11-13T07:00:00.000Z,"Конг|""звездный капитан""|""капитан""|""Остров Черепа""|""фильм конг""|""фильм остров черепа""|""конг остров черепа""|""кинг конг""|""кайдзю""|""конг кайдзю""|""остров черепа гиганты""|""существа остров черепа""|""конг способности""|""кинг конг способности""|""всё о""|""всё о конге""|""всё о кайдзю""|""буйвол""|""кальмар""|""богомол""|""Skull Island""|""Kong""|""Kong Skull Island""|""Рождение Конга""|""странные существа""|""гигантские существа""|""гиганты""|""фильмы о гигантских существах""",119602,7469,96,434,https://i.ytimg.com/vi/JcO83xX3x2A/default.jpg,FALSE,FALSE,FALSE,"Е-каталог. Сравнение цен (Россия): https://goo.gl/bRv1Cy Е-каталог. Сравнение цен (Украина): https://goo.gl/DAqGkw  В данном видео вы узнаете всё  что известно о Кайдзю (странных гигантских существах)  живущих на Острове Черепа - о Гигантских Буйволах  Болотных Кальмарах  Споровых Богомолах  Матерях Долгоножках и Листокрылах. Об их физиологии  способностях и о многом другом. Конг (будущий Кинг Конг) будет рассмотрен в отдельном видео.  ЗВЕЗДНЫЙ КАПИТАН ВКОНТАКТЕ - https://vk.com/zvyezdnyykapitantv  Информация взята из: 1) Фильм Конг: Остров Черепа (Kong: Skull Island). 2) Комикс Рождение Конга. 3) Официальный сайт вселенной. 4) Официальные энциклопедии (электронные и бумажные). 5) Интервью с создателями.  Если вам понравилось - подписывайтесь на канал и ставьте палец вверх!"" #NAME? 17.14.11 HextraCoin – инвестиция 1100$ в мощный аналог BitConnect. КриптоЛихорадка 27 2017-11-13T15:37:05.000Z ""hextracoin|""hextra coin""|""hextracoin lending""|""hextracoin отзывы""|""hextracoin gold""|""hxt""|""hextracoin.co""|""hextracoin.com""|""bitconnect""|""битконект""|""bitconnect coin""|""bcc""|""regalcoin""|""regal coin""|""ethconnect""|""westerncoin""|""western coin""|""goldrewards""|""gold rewards""|""ethereum""|""bitcoin""|""hyip""|""mlm""|""ico""|""биткоин""|""эфириум""|""криптовалюта""|""заработать биткоин""|""заработок криптовалют""|""заработок"""
23UX-S7ou1k,17.14.11,ИКЕА🎄 НОВЫЙ ГОД 2018❤ НОВИНКИ НОЯБРЬ IKEA❤ТИП ТОП ТВ,TIP TOP TV,22,2017-11-13T09:57:27.000Z,"икеа|""тип топ тв""|""IKEA""|""новый год""|""2018""|""покупки к новому году""|""подарки к новому году""|""что купить к новому году""|""новинки в икее""|""обзор полочек""|""обзор новинок""|""икеа ноябрь""|""икеа декабрь""|""икеа зима""|""икея""|""фикс прайс""|""покупки для дома""|""покупки""|""ikea""",14622,503,36,64,https://i.ytimg.com/vi/23UX-S7ou1k/default.jpg,FALSE,FALSE,FALSE,ИКЕА🎄 НОВЫЙ ГОД 2018❤ НОВИНКИ НОЯБРЬ IKEA❤ТИП ТОП ТВ КАК МЕНЯ НАЙТИ: подписаться на канал TIP TOP TV http://goo.gl/72cgbw группа ВК https://vk.com/club114787068 я в ВК https://vk.com/id318570959 instagram tip_top_tv  https://www.instagram.com/tip_top_tv/ группа в ОК https://goo.gl/7Q82lB моя партнерка  подключайтесь и зарабатывайте! http://join.air.io/TipTopTV *** ПОЛЕЗНЫЕ СЕРВИСЫ: Получайте как и я кэшбэк с покупок в интернете  зарегистрируйтесь в программе ЛетиШоп по ссылке:  https://goo.gl/5z8D95 Не забывайте подтверждать получение посылки или товара в личном кабинете! *** ПЛЕЙЛИСТЫ: МОЙ ОГОРОД https://goo.gl/LJasB0 *** ФИКС ПРАЙС https://goo.gl/Z3FaK1 *** РЕЦЕПТЫ https://goo.gl/OeTVZg *** ИКЕА https://goo.gl/uojIOG *** АЛИЭКСПРЕСС https://goo.gl/tfYSJB *** МАГАЗИН МЕТРО https://goo.gl/toRcEQ *** ДЕНЬ ВЛЮБЛЕННЫХ DIY https://goo.gl/SPbN5e *** НОВЫЙ ГОД И РОЖДЕСТВО https://goo.gl/xraJBJ *** ПАСХА https://goo.gl/KT5oTu *** РАЗНОЕ И КОНКУРСЫ https://goo.gl/fxoEpG ***
4ame0qd4how,17.14.11,お昼寝の前にお話しないと眠れない猫♥♥猫との会話を楽しむ動画 Conversation with a cat,Afro Blue,15,2016-07-12T08:38:30.000Z,"猫|""ねこ""|""ネコ""|""ぬこ""|""元野良猫""|""喜ぶ""|""嬉しい""|""お返事""|""おもしろ""|""おもしろ猫""|""猫の鳴き声""|""可愛い鳴き声""|""笑える""|""可笑しい""|""眠い""|""お昼寝""|""ほのぼの""|""寝姿""|""甘える""|""甘えっこ""|""ユニーク""|""懐く""|""人懐こい""|""まったり""|""眠い猫""|""かわいい""|""可愛い猫""|""話しかける""|""お喋り""|""会話""|""理解""|""言葉""|""鳴き声""|""Cats""|""LOL""|""funny""|""cute""|""unique""|""Animal""|""Animals""|""Pets""|""mew""|""meow""|"".purr""|""猫動画""|""猫との会話""|""楽しむ""|""猫ビデオ""",1390596,9816,246,554,https://i.ytimg.com/vi/4ame0qd4how/default.jpg,FALSE,FALSE,FALSE,[English Subtitles]   お昼寝する前に子供に絵本を読んであげるのと同じ状態です！ 話し掛けられるのが好きで、お返事も強弱を入れてしますよW Conversation with a cat ★お返事する猫は言葉を理解しているように見えるよw猫との会話を楽しむ動画  https://youtu.be/c1kpFWBLmmQ
3ecLaNBotz0,17.14.11,ШЕСТЬДЕСЯТ РАЗ КУ!/INFINITI Q60/БОЛЬШОЙ ТЕСТ ДРАЙВ,Большой тест-драйв,2,2017-11-13T14:15:10.000Z,"стиллавин|""вахидов""|""авто""|""машины""|""тест""|""автомобили""|""юмор""|""тачки""|""обзор""|""review""|""инфинити""|""infinitiq60""|""q60""|""infiniti""",56044,1973,186,213,https://i.ytimg.com/vi/3ecLaNBotz0/default.jpg,FALSE,FALSE,FALSE,Большой Тест Драйв протестировал спортивное купе от компании INFINITI - INFINITI Q60  которое готово дать бой автомобилям большой немецкой тройки. Какой получилась полностью новая модель от японского производителя  которая является самой доступной на рынке  смотрите в свежем выпуске БТД.   Подписка на канал - http://www.youtube.com/user/stillavinlive?sub_confirmation=1  Наш магазин - http://store.btdrive.ru  Наш второй канал  - http://2.btdrive.ru  Подкаст «Большой тест-драйв» - https://itun.es/ru/UdTgS.c  Twitter: http://twitter.com/bigtestdrive G+: http://google.com/+stillavinpro  Instagram: http://instagram.com/bigtestdrive  Facebook: http://facebook.com/stillavinpro Vkontakte: http://vk.com/btdriveru  JOIN QUIZGROUP PARTNER PROGRAM: http://join.quizgroup.com/
rFi4CwxdVv8,17.14.11,ХАЖДАГИ ИЛОН ВОКЕАСИ таъсирли ривоят,ZAMONA UZ tv,22,2017-11-13T17:07:00.000Z,"qiziqarli dunyo|""dunyo mo'jizalari""|""turfa olam""|""хайратланарли""|""voqealar""|""malumotlar""|""qiziqarli""|""o'zbek tilida""|""uzbeklife""|""telegram""|""uzbek kinolar""|""uzbek film""|""uzbek klip""|""o'zbekcha kinolar""|""uzbek kino 2017""|""yangi kino""|""uzbek music""|""узбек кинолар""|""узбекча клип""|""daxshat""|""uzbek prikol""|""buqiziq""|""yangikulgu""|""rizanovauz""|""хакида""|""ХАКИКАТ""|""ДАХШАТЛИ""|""ВОКЕА""|""СИРЛИ""|""замона уз""|""zamona uz""|""bilib qoygan yahshi""|""ХАЖДАГИ""|""ИЛОН""|""ВОКЕАСИ""|""таъсирли""|""ривоят""|""киз""|""кизлар""|""исломий""|""хаж сафари""|""арофат""|""каъба""|""хожилар""|""руза""",14915,603,6,21,https://i.ytimg.com/vi/rFi4CwxdVv8/default.jpg,FALSE,FALSE,FALSE,ИККИНЧИ КАНАЛИМИЗГА ХАМ АЪЗО БУЛИШНИ УНУТМАНГ https://www.youtube.com/channel/UCr8X-Xgqw4ypmLyry8fruaw/videos ДИҚҚАТ! Изохлардаги сўкинишлар ва хақоратлар автоматик равишда ўчирилиб изох эгаси БЛОКИРОВКА килинади!!! ХАЖДАГИ ИЛОН ВОКЕАСИ таъсирли ривоят каналимизга обуна булиш ёддан чикмасин азизлар!
HHQteGs0M6w,17.14.11,Майкл Як - Независимая,Майкл Як,22,2017-11-12T05:05:49.000Z,"Стас Михайлов|""сильная и независимая""|""рассветы и туманы""|""кто я без тебя""|""myiagi""|""Ello""|""новый клип""|""Дима Билан""|""держи""|""топ пять""|""караоке русские песни""|""тренд""|""топ песен караоке""|""деспасито""|""голос""|""клипы 2017""|""клип""|""песни 2017""|""скачать музыку""|""скачать музыку бесплатно розовое вино""|""розовое вино""",48242,1505,268,108,https://i.ytimg.com/vi/HHQteGs0M6w/default.jpg,FALSE,FALSE,FALSE,Пeсня дoступна в iTunes и АpplеMusic: https://goo.gl/UAjtFM  а также в Google Play: https://goo.gl/TptPNa  В долгожданном музыкальном альбоме Майкл Як поёт о скоротечности времени  любви и свободе  о том  что волнует мужчину в современном мире  тонко подбирая слова и приводя в пример себя. Релиз пластинки намечен на начало 2018 года.  Продюсерский Центр: iSTAR Production Видеопродакшн: Optimum Pro Режиссер: Оксана Рассказова  Оператор: Антон Трушников
M0a7fhkAq4U,17.14.11,Путин Рассказал всем когда на Руси жить хорошо станет ждем 2018 Смотреть всем,Волшебная Россия,22,2017-11-12T10:38:13.000Z,"Медведев|""Путин""|""Навальный""|""Жириновский""|""Собчак""|""Власть""|""Коррупция""|""Депутаты""|""Политика""|""Вести""|""Новости""|""СМИ""|""Крым""|""Украина""|""Смотреть всем""|""Жесть""|""Шок""|""Вся правда""|""Топ""|""Тренд""|""Срочно""|""Выборы""|""Сегодня""",80179,3046,347,991,https://i.ytimg.com/vi/M0a7fhkAq4U/default.jpg,FALSE,FALSE,FALSE,Путин о зарплатах в стране! Мнение Путина  как прожить на зарплату учителя! Вся правда про индексации зарплат! Все изменится в 2018 году. Ждите все!!! =)
WLXbLeoC37Y,17.14.11,Мощное землетрясение Ирак и Иран 12.11.2017 первые кадры. Earthquake on Iran-Iraq border. زلزله,ToPic,29,2017-11-13T06:43:32.000Z,"Канал ToPic|""ToPic""|""землетрясение Ирак""|""землетрясение в иране""|""землетрясение 12.11.2017""|""первые кадры""|""Earthquake""|""Earthquake on Iran-Iraq""|""زلزله""|""землетрясение сегодня""|""Мощное землетрясение Ирак""|""Дарбандихан""|""کارمندانه""|""سلیمانیه""|""Сулеймания""|""землетрясение ближний восток""|""землетрясение 13 ноября 2017""|""Ирак""|""Иран""|""Иран 12.11.2017""",25075,118,10,49,https://i.ytimg.com/vi/WLXbLeoC37Y/default.jpg,FALSE,FALSE,FALSE,Мощное землетрясение Ирак и Иран 12.11.2017 первые кадры. Earthquake on Iran-Iraq border. زلزله  В результате мощного землетрясения магнитудой 7 3  которое произошло на границе между Ираном и Ираком и ощущалось в Турции  Кувейте  Объединенных Арабских Эмиратах и других странах По данным Геологической службы США  эпицентр землетрясения располагался в 19 7 км к юго-востоку от города Дарбандихан в иракской мухафазе Сулеймания. Очаг сейсмособытия залегал на глубине 25 км. Колебания земной коры были зафиксированы 12 ноября в 18:18 по Гринвичу.  #КаналToPic #ToPic #ЗемлетрясениеИрак #ЗемлетрясениеВИране #Earthquake #EarthquakeOnIranIraq
ErAyipPmTcg,17.14.11,Шоколадные конфеты Макаронс.Chocolate candy,Денис Самуленков,22,2017-10-15T12:16:49.000Z,"конфеты|""шоколадные конфеты""|""конфеты ручной работы""|""Шоколадные""|""Макаронс""|""видео приготовления шоколадных конфет""|""candy""|""chocolate candy""|""кондитер""|""повар""|""кухня""|""шоколад""|""уроки шоколада""|""как сделать сладкий подарок на новый год""|""сладости""|""кулинария""|""мастер класс""|""power cake""",1195,2,0,0,https://i.ytimg.com/vi/ErAyipPmTcg/default.jpg,FALSE,FALSE,FALSE,Изготовление Шоколадных конфет Макаронс www.powercake.ru
9UkjhELNdIs,17.14.11,Морозова (2017). 1 серия. Ничего личного / Детектив @ Русские сериалы,Русские сериалы,1,2017-11-13T12:00:01.000Z,"Морозова|""Морозова 2017""|""Морозова сериал""|""Морозова 1 серия""|""Морозова фильм""|""Морозова смотреть онлайн""|""Морозова детектив""|""Морозова сериал 2017""|""Морозова Ничего личного""|""Ничего личного""|""Детектив""|""Русские сериалы""|""Детектив 2017""|""новый сериал""|""Новые сериалы на канале Россия""|""Улики""|""показания""|""сериал про девушку детектива""|""Женщина детектив""|""Тара Амирханова""|""Марианна Шульц""|""Дмитрий Блохин""|""Александр Галибин""|""Андрей Носков""|""Дмитрий Мазуров""|""русские детективные сериалы""|""сериал 2017""",42381,128,26,12,https://i.ytimg.com/vi/9UkjhELNdIs/default.jpg,FALSE,FALSE,FALSE,"Детектив 2017  новый сериал Морозова 1 серия Ничего личного смотреть онлайн. Новые сериалы на канале Россия  ❏ Подпишись на Русские сериалы ▶https://www.youtube.com/c/russiantvseries?sub_confirmation=1 ❏ Все серии подряд ▶https://www.youtube.com/playlist?list=PLFwn5mqJn1ss3ZikEfV085IOQw3AlrTP1 ———————— На праздновании юбилея провинциального олигарха приглашенная певица нечаянно уничтожает предназначенный юбиляру роскошный торт. А спустя всего несколько минут сама становится жертвой нападения изготовившего торт повара  который едва не перерезает ей горло. Вина повара не вызывает сомнений: его застали рядом с певицей с окровавленным скальпелем в руке. Напрасно он пытается убедить следователя  что не собирался причинить певице вред. Улики и показания свидетелей убеждают в обратном всех… кроме эксперта Морозовой. ———————— Анна Морозова (Тара Амирханова) - начальник отдела традиционных экспертиз областного экспертно-криминалистического центра Калуги. Предмет ее исследования - улики и следы на месте преступления. В свое время Анна Михайловна прошла весь путь от стажера до начальника отдела  поэтому разбирается во всем. Дотошный характер Морозовой давно стал притчей во языцех как для коллег  так и для начальства. Замначальника областного УМВД Родионова (Марианна Шульц) знает: если дело попало в руки Морозовой  значит  жди сюрпризов. Ведь она непременно раскопает какую-нибудь новую версию  подвергая сомнению самые  казалось бы  очевидные факты. Есть в управлении и следователь  с которым Морозова очень любит работать - майор Авдеев (Дмитрий Блохин). Он вдумчивый и надежный  хотя и слегка флегматичный. Нередко к раскрытию уголовных дел в Москве Морозову привлекает ее учитель - Валерий Зайцев (Александр Галибин). Он был бы рад  если бы Морозова  эксперт от бога  переехала из провинциальной Калуги в Москву. Но уговорить ее никак не удается. Сердцем Морозова накрепко прикипела к Калуге. А вот на личном фронте у майора Морозовой не все так безоблачно. С мужем - хирургом Романом (Дмитрий Мазуров) - она развелась несколько лет назад  когда обнаружила  что он ей изменяет. У них есть общая дочь Ксюша (Дарья Петриченко)  которую Морозова вопреки всякой логике зовет Дусей. Бывший муж уверен  что Морозова все еще любит его  потому и не может связать свою жизнь с другим мужчиной. Коллеги считают  что Морозова замужем за работой  и брак этот нерушим. Ксюша вообще этим вопросом не задается  ей даже и в голову не приходит  что у них в доме может поселиться какой-то мужчина. Но все меняется  когда в жизни Морозовой появляется повар-виртуоз Павел Романов (Андрей Носков). Павел разведен  воспитывает сына Ванечку (Максим Карушев)  смышленого манипулятора одиннадцати лет. Павел обрушивает на приговорившую себя к одиночеству Морозову такой поток внимания  заботы и нежности  что она не выдерживает и в итоге уступает его ухаживаниям. Однако семейные обстоятельства оказываются сильнее… ———————— Режиссеры: Иван Щеголев  Сергей Лесогоров  Олег Галин В ролях: Тара Амирханова  Дмитрий Блохин  Андрей Носков  Александр Галибин  Дмитрий Мазуров  Марианна Шульц  Валерий Сторожик  Виктория Фишер  Дарья Петриченко  Татьяна Лянник  Максим Карушев  Дмитрий Бедерин  Дмитрий Блажко  Кирилл Снегирев  Мария Отделкина ———————— Смотри также ▶ ❏ Тайны следствия. 1 сезон https://bit.ly/TainySledstviya1  ❏ Чокнутая https://bit.ly/4oknutaya  ❏ Точки опоры https://bit.ly/TochkiOpory ❏ Саша добрый  Саша злой https://bit.ly/SashaGoodBad  ❏ Следователь Тихонов http://bit.ly/InvestigatorTikhonov_all  ❏ Дорога домой https://bit.ly/WayToHome ❏ По горячим следам https://bit.ly/InHotPursuit ❏ Уголовное дело https://bit.ly/CriminalCase2015  ❏ Защитница https://bit.ly/DefenderWoman ❏ Пыльная работа https://bit.ly/DustyWork  ❏ Бригада http://bit.ly/Brigada_All    ❏ Верю не верю https://bit.ly/BelieveOrNot_all ❏ Косатка http://bit.ly/Kosatka_all ❏ Турецкий транзит http://bit.ly/TurkeyTransit_all ❏ Неподкупный http://bit.ly/Incorruptible2015_all ❏ Черная кошка https://bit.ly/BlackCat_all  ❏ Гражданин Никто https://bit.ly/GrazhdaninNikto ❏ Московская борзая http://bit.ly/MoskovskajaBorzaja_all ❏ Позывной Стая. Сезон 2 http://bit.ly/CallsignFlock_all  ❏ Каменская-6 http://bit.ly/Kamenskaya6_all  ❏ Поиски улик http://bit.ly/Search4Clues_all  ❏ Личное дело http://bit.ly/Li4noeDelo_all  ❏ Агент http://bit.ly/Agent2013_all  ❏ Шаповалов https://bit.ly/Shapovalov ❏ Собачья работа https://bit.ly/DogLusha"
UjVHzMHa-8s,17.14.11,Астероид  который изменит все. Выпуск 187 (11.11.2017). Территория заблуждений.,Документальные проекты. РЕН ТВ,25,2017-11-13T08:31:02.000Z,"документальное видео|""телешоу России""|""рен тв""|""ren tv""|""Территория заблуждений""|""научные теории""|""Игорь Прокопенко""|""рент в""|""РЕН ТВ""|""археология""|""история""|""политика""|""политология""|""документалистика""|""невероятные факты""|""исследования""|""наука""|""ученые""|""Украина""|""Евросоюз""|""США""|""заговор против России""|""майдан""|""антимайдан""|""санкции""|""астероид""|""столкновение с землей""|""опачный астеройд""|""будущие катастрофы""",13457,57,11,11,https://i.ytimg.com/vi/UjVHzMHa-8s/default.jpg,FALSE,FALSE,FALSE,Специалисты НАСА утверждают  что в феврале 2019 года астероид диаметром два километра столкнется с землей! Как изменится жизнь на планете после катастрофы? И где  по мнению известных ученых  человечество сможет найти себе новый дом? В выпуске “Территория заблуждений”.  Официальный сайт РЕН ТВ - http://ren.tv/ Группа ВКонтакте - https://vk.com/rentv_channel Instagram - https://www.instagram.com/rentvchannel/ Twitter - https://twitter.com/RenTV Facebook - https://www.facebook.com/rentvkino/ Одноклассники - https://www.ok.ru/rentvtelek
